numeric1,numeric2,numeric3,numeric4,numeric5,numeric6,numeric7,numeric8,numeric9,numeric10,numeric11,numeric12,numeric13,label,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39
3,0,0,1,0,0,0,0,0,124,6,0,0,0,21,0,0,84,0,4,136,1,0,11,131,0,126,2,130,72,1,0,0,0,0,0,1,18,0,62
0,0,0,7,0,0,0,4,1,0,0,0,1,0,3,72,62,90,0,5,147,1,0,2,142,64,135,1,131,78,4,107,0,1,71,3,2,87,0,63
0,0,0,2,6,1,0,0,8,0,6,0,0,0,0,18,63,91,0,2,148,5,0,18,27,65,27,6,132,79,7,108,1,2,72,0,1,19,1,2
0,0,0,23,126,0,0,0,0,0,0,0,3,0,2,73,0,10,0,5,55,1,1,102,53,0,52,2,133,0,3,109,1,2,0,0,0,88,1,2
0,0,0,1,4,0,0,0,4,0,13,0,0,0,13,74,0,4,6,2,149,18,0,103,143,66,136,1,134,80,0,110,1,2,73,0,1,4,1,2
0,1,0,13,1,0,0,1,0,0,0,0,1,0,3,3,0,92,0,0,150,1,0,35,53,0,52,1,69,81,1,60,1,2,0,0,0,3,1,2
0,17,0,0,13,1,0,2,9,0,0,0,1,0,22,7,9,15,0,0,151,1,0,2,144,10,137,1,35,12,5,33,1,2,11,0,2,13,1,2
0,0,0,5,1,0,0,1,3,0,6,0,0,0,3,71,5,2,5,0,103,1,0,104,100,6,98,1,135,6,1,105,1,2,6,0,0,2,1,2
0,2,0,4,3,0,0,0,15,0,6,0,0,0,0,24,5,2,0,0,138,1,0,105,134,6,129,6,30,6,0,28,1,2,6,0,0,2,1,2
0,177,0,0,1,0,1,5,11,0,20,0,0,0,3,24,5,2,0,0,152,1,0,106,145,6,138,6,30,6,0,28,1,2,6,3,7,2,1,2
0,0,0,19,0,0,0,9,11,0,13,1,9,0,13,75,64,93,0,0,153,1,0,11,146,67,139,5,136,82,7,111,1,2,74,0,0,89,1,2
12,25,0,13,0,0,6,1,5,124,34,0,0,1,2,41,0,45,0,5,154,9,0,107,147,0,140,2,61,0,0,54,16,3,0,0,9,43,2,27
7,0,0,1,0,0,0,0,0,249,13,0,0,0,3,40,0,10,1,0,155,1,0,108,148,0,141,1,137,0,5,52,1,2,0,3,1,9,1,2
0,14,0,19,1,2,0,6,17,0,6,0,12,0,3,76,5,2,3,0,156,19,0,109,149,6,142,1,138,6,7,112,1,2,6,0,8,2,1,2
3,0,0,1,0,0,1,0,0,124,27,0,0,0,3,0,65,94,0,5,157,0,0,110,150,68,143,1,139,83,1,0,0,1,75,0,0,18,0,64
0,3,0,7,0,0,2,4,13,0,13,0,2,0,16,77,66,95,3,0,158,0,0,111,151,69,54,1,140,84,2,113,0,1,76,0,1,2,4,65
105,0,0,0,0,0,15,0,1,124,20,0,0,1,2,78,67,96,0,0,159,4,0,11,152,70,144,1,141,85,0,114,1,2,77,0,8,90,1,2
0,45,0,1,4,0,0,7,7,0,20,0,0,0,23,24,5,2,0,5,81,1,0,52,58,6,57,6,30,6,2,28,1,2,6,0,7,2,1,2
3,91,0,1,0,0,0,8,7,249,20,0,0,1,14,36,68,97,3,3,80,1,0,2,15,71,15,5,142,86,0,56,0,0,78,0,1,91,4,66
1,0,0,39,0,0,0,6,1,124,6,0,4,0,2,18,69,98,0,0,160,1,0,70,153,72,145,2,22,87,5,21,1,2,79,0,7,19,1,2
1,0,0,25,0,0,0,4,1,124,6,0,3,0,3,7,9,15,3,0,161,5,0,112,42,10,41,1,143,12,5,115,1,2,11,0,9,13,1,2
3,0,0,11,0,0,1,1,3,124,40,0,1,0,3,0,32,32,0,0,162,1,0,58,83,33,81,0,78,36,0,53,0,1,34,0,1,18,0,25
1,113,0,2,0,0,0,5,2,124,6,0,0,0,0,45,70,33,0,0,163,1,0,37,154,73,146,1,144,88,0,67,0,1,80,1,1,30,12,67
0,4,0,7,0,0,0,0,0,0,0,0,0,0,3,79,5,2,6,2,164,1,0,113,155,6,147,10,145,6,3,116,1,2,6,0,7,2,1,2
0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,11,0,10,0,0,115,1,1,2,112,0,52,1,146,0,8,117,1,2,0,0,8,9,1,2
1,0,2,8,0,1,0,7,1,124,6,0,3,0,3,9,9,15,0,0,165,12,0,37,156,10,148,0,147,12,5,118,0,1,11,0,0,13,2,47
0,0,0,2,0,0,0,0,0,0,6,0,0,1,0,44,0,99,0,3,166,20,0,114,157,0,149,2,75,0,0,65,39,3,0,0,1,52,4,34
0,14,0,0,12,2,0,0,13,0,0,0,0,0,3,41,0,45,0,5,167,5,0,115,158,0,150,2,61,0,0,54,40,0,0,3,6,43,8,27
0,0,0,0,11,0,0,2,0,0,0,0,0,0,3,80,5,2,0,0,168,1,0,116,159,6,151,2,148,6,0,119,1,2,6,0,1,2,1,2
0,1,0,0,0,0,0,3,1,0,0,0,0,0,6,14,71,100,3,0,7,1,0,117,138,74,7,1,149,89,3,15,0,1,81,0,1,92,4,68
0,0,0,4,28,15,0,0,2,0,0,0,0,0,0,1,46,66,0,5,169,1,1,118,160,47,118,1,1,55,1,1,0,1,52,0,1,58,2,41
0,0,1,10,4,0,0,6,0,0,0,0,2,0,3,18,72,20,5,0,170,5,0,2,161,75,152,2,150,16,4,120,1,2,15,0,9,19,1,2
0,6,0,2,27,0,0,0,0,0,0,0,0,0,3,81,73,101,3,2,171,1,1,2,14,76,14,4,151,90,5,121,1,2,82,0,5,93,1,2
0,3,0,2,15,0,0,0,0,0,0,0,0,0,24,82,0,102,0,0,172,1,0,2,162,0,153,0,152,0,1,122,1,2,0,0,9,94,1,2
0,5,0,4,0,0,1,1,6,0,27,0,0,0,3,83,0,103,4,0,130,4,0,37,163,0,108,2,153,91,6,123,1,2,0,0,1,95,1,2
0,0,0,0,1,0,3,0,0,0,54,0,0,0,3,58,74,104,0,0,12,6,0,119,11,77,11,2,154,92,0,86,0,1,83,0,1,96,8,47
0,4,0,0,1,0,0,3,0,0,0,0,0,0,3,67,0,83,5,1,9,4,0,19,3,58,3,1,155,71,5,101,1,2,65,0,0,4,1,2
0,0,0,0,17,0,0,2,1,0,0,0,0,0,6,24,5,2,0,0,86,5,0,11,82,6,80,6,30,6,0,28,1,2,6,0,0,2,1,2
20,0,0,2,0,0,27,4,58,374,163,0,0,1,3,84,0,10,0,0,173,21,0,120,164,0,154,0,156,0,0,124,41,3,0,0,8,97,0,69
0,0,0,11,0,0,0,6,3,0,6,0,1,0,3,4,0,4,0,5,174,1,0,121,165,3,155,0,157,3,6,78,1,2,3,3,1,4,1,2
0,0,0,1,10,0,0,0,0,0,6,0,0,0,3,11,75,105,0,5,175,1,0,122,166,78,156,1,158,93,1,125,1,2,84,0,1,98,1,2
0,0,0,0,1,0,5,0,1,0,34,1,0,1,0,11,0,11,0,1,176,1,0,2,167,0,157,2,159,9,7,11,1,2,9,0,1,4,1,2
1,0,0,8,0,0,0,9,13,124,13,0,10,1,3,85,0,45,0,0,177,1,0,123,168,0,158,2,160,0,0,126,42,0,0,0,9,43,0,27
0,0,0,5,0,0,5,0,8,0,54,0,0,1,3,86,27,37,6,0,178,9,0,124,17,28,17,5,161,30,6,127,0,1,29,0,6,2,2,70
6,2,0,51,0,0,0,2,14,124,13,0,5,0,3,41,0,45,0,0,179,1,0,11,169,0,159,2,61,0,0,54,14,0,0,0,6,43,2,27
1,8,0,23,0,0,0,2,0,124,6,0,2,0,25,9,41,57,3,0,180,1,0,125,12,42,12,0,147,48,5,118,0,1,45,0,7,53,2,67
5,0,0,0,0,0,1,0,12,124,27,0,0,0,3,29,0,10,0,2,181,1,0,2,170,0,160,1,103,0,0,84,43,3,0,0,8,9,4,2
0,0,0,0,1,0,0,4,1,0,6,0,0,0,7,87,76,106,0,4,182,1,0,126,171,79,161,2,162,94,1,128,1,2,85,0,1,99,1,2
0,0,0,78,1,0,0,0,19,0,6,1,9,0,3,11,0,10,3,0,79,1,0,127,77,0,75,2,163,0,2,129,1,2,0,0,6,9,1,2
0,0,0,20,10,0,0,4,1,0,6,0,2,0,15,24,5,2,0,1,183,5,0,2,172,6,162,0,76,6,7,66,1,2,6,0,0,2,1,2
0,0,0,2,3,0,2,1,12,0,34,0,0,0,19,85,0,45,3,0,39,1,0,128,38,0,37,2,160,0,7,126,14,0,0,0,9,43,0,27
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,78,67,96,1,0,184,1,0,14,173,70,35,1,141,85,5,114,1,2,77,0,0,90,1,2
1,6,0,14,0,0,0,1,20,124,27,0,1,0,3,88,0,107,0,0,185,1,0,129,174,0,163,1,18,0,6,64,1,2,0,0,1,100,1,2
0,1,0,0,0,0,2,0,1,0,6,0,0,0,0,29,0,10,0,0,44,1,0,130,42,0,41,5,164,0,0,34,16,3,0,0,9,101,4,71
0,98,0,0,51,2,0,1,6,0,0,0,0,0,11,84,0,45,0,5,186,1,1,131,175,0,164,2,165,0,7,130,0,0,0,0,6,43,13,27
0,0,0,10,0,0,11,2,13,0,102,0,1,0,20,12,0,108,0,4,187,1,0,132,12,0,12,2,51,95,2,12,38,0,0,0,9,102,15,72
0,9,0,17,2,0,0,6,1,0,6,0,2,0,3,89,0,10,11,5,188,1,0,2,176,0,117,2,166,0,1,131,0,0,0,0,2,9,0,73
0,1,0,4,1,0,0,2,1,0,6,0,0,0,0,90,0,45,0,5,33,9,0,133,32,0,31,2,167,0,6,132,0,0,0,0,6,43,6,27
0,3,0,13,1,1,0,6,17,0,6,0,2,0,11,91,0,109,0,5,189,5,0,2,177,0,165,1,168,96,1,133,1,2,86,1,8,103,1,2
0,9,0,5,0,0,0,0,0,0,0,0,0,0,7,11,11,17,0,0,125,5,1,2,120,12,117,0,19,14,8,18,1,2,13,0,2,16,1,2
17,0,0,35,0,0,13,9,61,249,81,2,3,0,1,92,77,110,3,1,190,1,0,75,44,80,43,5,169,97,2,134,1,2,87,0,9,81,1,2
0,0,0,0,7,0,1,0,4,0,13,0,0,0,3,11,0,11,0,5,50,1,0,31,178,0,47,2,170,9,7,11,1,2,9,0,0,4,1,2
0,0,0,13,2,0,0,1,1,0,6,0,1,0,6,29,0,10,1,2,32,1,0,134,31,0,30,1,103,0,0,84,44,3,0,0,0,9,4,2
0,0,0,0,2,0,0,2,2,0,6,0,0,1,3,11,0,10,0,4,13,1,0,9,12,0,12,1,171,0,5,135,1,2,0,0,1,85,1,2
0,0,0,0,0,0,0,0,7,0,20,0,0,1,7,25,78,57,0,0,121,1,0,17,25,81,25,0,172,98,0,29,1,2,88,0,1,53,1,2
0,0,0,16,8,7,0,4,81,0,6,0,1,0,14,17,0,10,3,0,53,14,0,31,179,0,50,2,20,0,2,19,0,3,0,0,0,104,0,74
11,0,0,0,0,0,2,0,8,124,40,0,0,1,3,56,0,111,0,0,191,1,0,135,180,0,166,2,173,0,0,136,45,0,0,0,6,105,4,75
0,13,0,14,0,0,4,9,80,0,68,0,1,0,3,12,0,10,0,0,187,5,0,136,12,0,12,1,49,0,7,12,38,1,0,0,8,9,0,76
2,143,0,1,0,0,0,4,1,249,20,0,0,0,0,24,5,2,0,1,192,1,0,2,181,6,167,6,30,6,1,28,1,2,6,3,7,2,1,2
39,0,0,128,0,0,7,6,80,124,34,0,9,1,3,18,79,112,3,0,193,1,0,137,182,82,168,2,22,99,2,21,1,2,89,0,9,19,1,2
1,0,0,13,0,0,0,1,0,124,6,0,1,0,0,7,9,15,5,1,9,1,0,97,3,10,3,1,143,12,5,115,1,2,11,0,0,13,1,2
0,1,0,0,6,0,0,0,3,0,6,0,0,0,3,85,0,45,5,1,194,1,0,138,183,0,169,2,160,0,1,126,0,0,0,5,9,43,0,27
0,10,0,0,0,0,0,0,0,0,6,0,0,1,3,41,0,45,0,0,195,1,0,139,184,0,170,2,61,0,0,54,14,0,0,0,9,43,2,27
0,72,0,0,1,0,0,3,1,0,0,3,0,0,6,24,5,2,12,1,196,1,0,140,185,6,171,6,30,6,7,28,1,2,6,0,7,2,1,2
0,0,0,14,0,0,0,3,1,0,6,0,1,0,2,93,80,113,0,5,197,1,0,141,186,83,172,7,174,100,6,137,1,2,90,0,8,106,1,2
0,4,0,0,2,0,0,0,0,0,0,0,0,0,3,86,27,37,0,5,198,1,0,142,187,28,173,0,175,30,0,127,0,1,29,3,9,2,2,77
0,0,0,4,2,2,1,0,28,0,20,0,0,1,0,74,0,4,0,1,199,20,0,2,188,66,174,1,134,80,0,110,1,2,73,0,1,4,1,2
0,3,0,14,0,0,2,2,5,0,27,0,1,1,0,11,0,10,0,0,200,1,0,2,189,0,175,2,18,0,0,138,1,2,0,3,1,9,1,2
1,10,0,0,0,0,1,0,3,0,34,0,0,0,16,94,5,2,5,0,201,5,0,143,190,6,176,0,176,6,0,139,1,2,6,0,9,2,1,2
2,1,0,2,0,0,0,0,0,124,6,0,0,1,3,95,0,114,0,5,18,1,0,144,17,0,17,1,177,0,1,140,0,0,0,1,1,107,2,2
0,0,0,0,16,4,0,0,1,0,0,0,0,0,3,7,25,15,0,0,202,1,0,145,191,26,177,2,178,28,5,33,1,2,27,0,1,13,1,2
0,0,0,5,1,0,3,4,33,0,34,0,0,0,0,96,0,115,1,1,203,9,0,146,192,0,178,2,179,0,6,141,1,2,0,3,7,108,1,2
0,1,0,11,2,0,0,3,6,0,6,0,1,0,3,97,0,10,0,4,204,0,0,2,193,0,179,1,180,0,4,142,0,1,0,0,0,9,6,78
0,27,0,8,5,0,0,1,3,0,6,0,0,0,26,17,0,10,5,0,205,1,0,11,194,0,180,0,117,0,0,19,46,3,0,0,9,109,2,79
0,0,0,2,16,0,0,1,0,0,0,0,1,0,3,11,0,10,0,6,206,19,1,147,195,0,181,1,181,0,3,143,1,2,0,0,8,9,1,2
0,0,0,2,12,0,0,0,2,0,0,0,0,0,3,7,9,15,3,0,207,0,0,148,196,10,182,2,178,12,5,33,1,2,11,0,0,13,1,2
5,0,1,61,0,0,0,8,2,124,6,2,6,0,6,29,81,116,0,0,208,1,0,41,197,84,183,0,182,101,7,34,47,3,91,3,1,110,4,80
0,0,0,4,0,0,0,0,0,0,6,0,0,0,3,98,0,10,0,5,209,1,0,59,84,0,82,2,183,0,5,144,0,0,0,0,1,111,12,2
0,0,0,13,0,0,0,0,4,0,13,0,1,1,3,20,0,10,3,0,121,4,0,17,25,0,25,2,25,0,1,23,48,0,0,0,1,9,5,2
37,0,0,10,0,0,93,2,62,249,156,0,0,0,3,99,0,10,0,0,210,3,0,149,198,0,184,2,184,0,0,145,0,1,0,0,4,9,16,67
0,8,0,2,4,1,2,2,13,0,34,0,4,0,27,25,21,15,0,5,121,0,0,150,25,22,25,1,185,24,0,29,1,2,23,0,1,13,1,2
0,0,0,10,16,0,0,1,14,0,0,0,1,0,3,55,5,2,0,0,211,1,0,2,199,6,185,1,186,6,4,79,1,2,6,0,2,2,1,2
7,6,0,2,0,0,1,0,5,124,20,0,0,1,14,37,0,117,0,4,212,5,0,151,200,0,186,0,72,0,0,49,49,0,0,0,1,112,3,81
2,0,0,8,0,0,0,0,0,124,13,0,0,1,7,57,0,10,0,5,213,0,0,2,201,0,187,7,187,0,0,85,26,3,0,0,1,9,2,2
0,0,0,27,34,19,0,0,61,0,0,0,4,0,3,11,82,118,0,0,214,5,1,2,202,85,188,1,188,102,1,146,1,2,92,0,0,113,1,2
25,0,0,0,0,0,2,0,0,124,6,3,0,1,2,100,5,2,0,5,215,0,0,152,203,6,189,2,189,6,7,147,1,2,6,1,0,2,1,2
2,1,0,0,0,0,0,0,0,124,6,0,0,1,3,101,83,119,0,5,216,5,0,153,204,86,190,1,190,103,1,148,1,2,93,0,0,114,1,2
12,9,0,48,0,0,1,7,2,124,27,0,0,0,3,67,0,83,1,5,217,0,0,154,64,58,63,1,155,71,0,101,1,2,65,1,0,4,1,2
0,121,0,10,4,0,3,2,4,0,6,0,1,0,6,24,5,2,0,0,218,0,0,155,205,6,191,6,30,6,0,28,1,2,6,1,7,2,1,2
0,8,0,0,11,0,0,0,3,0,0,0,8,0,3,24,5,2,0,0,219,19,0,156,206,6,192,6,30,6,6,28,1,2,6,0,0,2,1,2
0,2,0,1,3,0,0,0,0,0,0,0,0,0,3,87,0,120,0,5,220,1,0,2,207,0,193,2,191,0,1,128,1,2,0,1,1,99,1,2
0,0,0,17,2,0,1,1,4,0,27,0,1,0,3,17,0,121,3,0,221,1,0,11,208,0,194,0,192,0,0,149,50,1,0,3,1,89,0,82
0,3,0,8,1,0,0,0,3,0,13,0,0,0,3,25,21,15,0,0,26,4,0,150,25,22,25,1,185,24,6,29,1,2,23,0,1,13,1,2
15,0,0,1,0,0,1,2,0,124,6,0,0,0,19,11,84,122,0,0,222,5,0,157,209,87,195,2,193,104,0,150,1,2,94,0,1,115,1,2
0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,85,123,0,0,63,1,0,2,61,88,60,1,139,105,4,0,0,1,95,0,0,116,0,83
0,0,0,11,17,0,0,6,0,0,0,0,2,0,5,18,86,124,0,0,223,1,0,2,210,89,196,1,194,106,3,120,1,2,96,0,0,117,1,2
0,0,0,0,5,0,0,0,0,0,6,0,0,0,3,29,0,125,13,4,224,5,0,158,211,0,197,2,44,0,5,34,11,3,0,0,1,118,0,84
0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,11,87,126,1,0,225,1,1,2,212,90,29,1,195,107,8,151,1,2,97,0,2,119,1,2
0,0,2,13,0,0,0,5,1,0,0,0,1,0,3,26,0,10,0,5,144,1,0,89,139,0,21,7,32,0,3,30,41,3,0,0,0,9,15,2
7,0,0,60,0,0,0,7,2,124,6,0,6,0,2,36,88,127,0,4,226,4,0,159,213,91,198,2,196,108,0,152,0,3,98,0,0,120,4,85
2,0,0,0,0,0,0,0,0,124,6,0,0,0,3,26,0,10,0,0,227,1,0,160,214,0,199,2,60,0,3,30,11,0,0,0,0,9,17,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,89,128,3,5,72,5,1,2,70,92,34,1,197,109,8,153,1,2,99,0,1,121,1,2
0,0,0,0,5,0,0,0,2,0,6,0,0,0,3,102,90,129,0,5,228,4,0,161,215,93,200,2,198,110,6,154,1,2,100,0,1,122,1,2
0,0,0,0,1,0,0,0,10,0,0,0,0,0,3,18,48,69,0,0,229,1,0,2,3,49,3,1,40,57,4,38,1,2,55,0,0,61,1,2
0,41,0,1,1,0,0,0,0,0,6,0,0,0,3,11,91,130,0,1,7,0,0,162,138,94,7,1,199,111,5,155,1,2,101,0,1,123,1,2
0,0,0,0,3,0,1,0,0,0,34,0,0,1,3,11,92,131,0,5,230,5,0,2,216,95,201,2,200,112,0,156,1,2,102,0,9,124,1,2
0,0,0,0,0,0,9,0,0,0,6,0,0,0,5,103,93,132,0,0,231,1,0,2,217,96,202,2,201,113,0,157,1,2,103,3,7,125,1,2
1,0,0,0,0,0,0,1,0,124,6,0,0,0,0,17,0,10,0,0,232,1,0,163,218,0,203,2,20,0,5,19,51,3,0,0,1,20,0,9
0,9,0,0,0,1,0,0,0,0,6,0,0,0,7,24,5,2,0,5,218,5,0,155,205,6,191,6,30,6,0,28,1,2,6,0,7,2,1,2
0,0,0,2,1,0,2,1,3,0,34,0,0,0,3,11,0,133,3,0,233,5,0,164,219,0,204,2,202,114,0,158,1,2,0,0,3,126,1,2
0,1,0,13,16,0,0,8,0,0,0,0,1,0,0,7,21,15,0,1,234,1,0,2,220,22,205,1,35,24,0,33,1,2,23,0,1,13,1,2
0,0,0,10,1,2,0,5,6,0,6,0,1,0,3,7,25,15,0,0,235,1,0,165,209,26,195,2,178,28,5,33,1,2,27,0,6,13,1,2
0,0,0,5,4,0,0,1,3,0,0,0,0,0,3,104,94,134,0,0,236,1,0,87,221,97,206,1,203,115,3,159,0,1,104,0,0,127,4,47
2,0,0,1,0,0,2,7,3,249,34,0,0,1,0,36,95,135,5,0,32,0,0,166,31,98,30,0,204,116,0,100,0,3,105,0,0,128,4,86
0,0,0,0,2,0,0,0,1,0,13,0,0,0,0,105,0,10,5,0,237,5,0,2,222,0,207,1,205,0,5,160,47,0,0,0,0,129,17,87
0,0,0,1,1,0,2,0,1,0,47,0,0,0,0,0,0,136,0,1,238,1,0,2,223,0,208,2,206,117,2,13,0,0,0,0,9,18,0,88
0,0,0,8,1,0,0,1,1,0,6,0,0,0,11,84,0,137,0,5,239,14,0,167,224,0,209,11,207,0,1,161,52,3,0,1,0,130,13,89
0,3,0,2,2,0,2,0,0,0,13,0,0,0,3,0,0,10,0,0,240,1,0,25,21,0,21,2,130,0,2,0,0,0,0,2,0,9,0,90
0,1,0,2,4,0,0,1,4,0,0,0,0,0,0,2,21,15,0,0,241,19,0,2,225,22,210,1,208,24,4,162,1,2,23,0,0,13,1,2
0,0,0,33,12,0,1,2,1,0,0,0,3,0,3,0,55,32,0,5,242,1,0,168,168,56,158,1,59,67,7,53,0,1,63,0,0,18,0,25
0,0,0,11,0,0,1,7,2,0,27,0,1,1,0,17,23,32,0,5,243,6,0,169,24,24,24,1,209,26,0,39,6,1,25,0,1,18,0,13
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72,0,10,0,4,244,1,0,2,226,0,211,1,131,0,4,107,0,3,0,0,1,9,11,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,89,128,0,5,72,5,1,2,70,92,34,0,210,109,8,153,1,2,99,0,7,121,1,2
2,0,0,2,0,0,0,5,6,124,13,0,0,0,3,17,0,138,0,1,245,4,0,123,227,0,212,2,20,118,0,19,53,3,0,3,9,131,0,91
0,15,0,2,1,0,1,7,4,0,13,0,0,0,3,94,5,2,0,0,246,0,0,11,76,6,74,0,176,6,0,139,1,2,6,0,9,2,1,2
33,0,0,10,0,0,12,0,2,249,54,1,1,0,3,11,41,57,0,5,247,1,0,170,11,42,11,0,211,48,7,40,1,2,45,0,8,53,1,2
0,0,0,11,8,3,0,1,16,0,6,0,1,0,3,106,21,15,3,0,248,1,0,171,228,22,213,0,212,24,0,163,1,2,23,0,4,13,1,2
0,0,0,0,16,0,0,0,5,0,0,0,0,1,3,0,23,32,3,2,249,1,0,172,40,24,39,1,59,26,0,53,0,0,25,0,1,18,0,36
0,0,0,7,3,0,1,2,13,0,20,2,1,0,0,11,0,139,0,1,250,1,0,2,229,0,214,2,18,119,2,164,1,2,0,0,4,56,1,2
0,3,0,1,3,2,0,0,1,0,6,0,0,0,3,17,23,32,0,2,251,1,0,173,230,24,215,6,74,26,5,39,6,1,25,0,0,18,0,13
0,2,0,0,13,0,0,1,2,0,0,0,0,0,0,107,96,140,3,5,36,0,0,174,35,99,34,2,213,120,5,165,1,2,106,0,1,132,1,2
0,12,0,0,0,0,0,0,0,0,27,0,0,0,7,26,97,141,3,2,252,1,0,2,231,100,216,6,214,121,0,30,54,3,107,0,0,20,0,9
0,0,0,1,2,1,1,2,18,0,20,0,0,0,0,24,5,2,0,5,240,5,0,37,232,6,21,6,30,6,7,28,1,2,6,0,0,2,1,2
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,34,48,0,5,253,0,1,2,233,35,25,1,215,39,8,59,1,2,36,1,1,46,1,2
0,0,0,29,0,0,0,6,1,0,6,0,3,0,0,1,1,1,0,0,254,5,0,175,234,1,217,1,1,1,0,1,0,1,1,3,8,1,2,1
0,0,0,0,3,2,0,8,7,0,6,0,0,0,27,108,0,10,1,0,255,1,0,176,235,0,218,1,216,0,5,166,1,2,0,0,2,9,1,2
0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,23,32,0,2,256,1,0,128,38,24,37,1,59,26,0,53,0,0,25,0,1,18,0,36
38,0,1,22,0,0,4,6,3,124,34,0,3,1,0,26,0,142,0,0,257,1,0,14,21,0,21,1,217,122,0,30,55,3,0,3,0,133,0,92
2,0,0,20,0,0,2,7,4,124,20,0,5,0,3,17,0,143,0,0,256,1,0,177,38,0,37,2,20,123,0,19,0,0,108,0,9,18,0,93
0,0,0,2,0,0,0,3,1,0,13,0,0,1,3,14,47,67,5,0,258,1,0,178,236,48,219,2,94,56,0,80,0,0,54,3,0,60,4,42
0,3,0,8,0,0,0,1,0,0,0,0,0,0,3,0,0,144,1,4,53,1,0,31,51,0,50,2,218,124,5,167,0,0,109,0,0,18,0,94
0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,109,0,145,0,5,259,1,0,2,237,0,220,2,219,125,4,168,1,2,0,0,1,134,1,2
7,0,0,19,0,0,0,2,0,124,6,0,1,0,2,110,98,146,0,2,260,1,0,179,238,101,221,0,220,126,0,169,0,1,110,0,9,135,18,95
3,0,0,0,0,0,1,0,15,124,40,3,0,1,3,0,50,73,5,0,261,1,0,180,239,51,222,1,139,61,2,0,0,0,58,0,0,68,0,96
1,0,0,4,0,0,0,0,2,124,6,0,0,0,2,11,0,147,3,1,262,0,0,181,31,0,30,2,221,127,5,170,1,2,111,0,0,136,1,2
0,0,0,0,5,1,0,0,2,0,13,0,0,0,0,12,0,10,3,3,263,1,0,144,240,0,223,12,222,0,0,12,14,3,0,0,1,9,19,2
0,0,0,1,11,0,0,0,3,0,6,0,0,0,3,111,99,148,0,4,264,5,0,182,241,102,224,2,223,128,5,171,0,1,112,0,6,137,13,97
0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,7,25,15,0,1,265,22,0,183,242,26,225,0,224,28,0,115,1,2,27,0,1,13,1,2
3,0,0,38,0,0,1,4,5,0,20,0,3,0,3,105,0,149,4,0,266,1,0,89,243,0,226,0,225,129,0,160,32,3,0,1,0,138,17,98
0,1,1,2,0,0,0,0,0,0,0,0,0,1,2,0,100,150,0,0,267,9,1,2,244,103,227,2,130,130,8,0,0,1,113,3,2,139,0,99
3,0,0,2,0,0,1,1,2,124,13,0,0,0,0,17,0,10,3,4,268,1,0,184,245,0,228,2,20,0,0,19,38,3,0,0,1,140,0,100
0,0,0,8,9,0,0,0,0,0,0,0,1,0,0,18,48,69,0,0,259,0,0,185,237,49,220,1,194,57,5,120,1,2,55,0,1,61,1,2
5,0,0,0,0,0,0,0,0,124,6,0,0,1,3,29,0,10,0,0,269,1,0,186,138,0,7,1,103,0,0,84,0,3,0,2,1,9,4,2
112,0,0,0,0,0,58,6,44,124,217,0,0,1,3,84,101,151,0,6,270,1,0,187,164,104,154,2,226,131,2,124,47,3,114,1,6,20,13,9
1,0,0,1,0,0,0,4,12,124,27,0,0,0,3,112,0,152,0,0,271,5,0,188,246,0,229,2,227,132,1,172,0,1,115,0,9,141,0,101
0,0,0,11,16,0,0,4,1,0,0,0,1,0,3,7,21,15,0,0,272,1,0,189,247,22,230,0,228,24,3,33,1,2,23,1,1,13,1,2
0,0,0,0,4,0,0,0,0,0,6,0,0,1,28,57,0,10,3,4,273,14,0,190,248,0,231,2,229,0,0,85,0,0,0,0,1,142,0,102
1,0,0,4,0,0,0,0,0,124,6,0,0,1,29,26,0,10,0,0,274,1,0,2,249,0,232,2,60,0,5,30,56,3,0,0,1,9,6,2
0,0,0,20,0,0,0,3,2,0,6,1,2,0,3,97,0,153,0,0,275,1,0,14,250,0,35,1,180,0,6,142,0,0,0,3,1,143,6,103
3,0,1,10,0,0,0,9,5,124,13,0,6,0,6,37,102,154,0,0,276,1,0,191,251,105,233,2,54,133,1,49,57,0,116,0,9,20,3,9
0,0,0,27,1,1,0,9,5,0,6,1,2,1,3,19,5,2,4,5,50,1,0,31,252,6,47,1,230,6,7,173,1,2,6,5,0,2,1,2
0,2,0,5,4,0,0,0,4,0,0,0,0,0,3,2,21,15,0,0,277,1,0,2,253,22,234,1,231,24,4,174,1,2,23,0,2,13,1,2
